ID;Title;DOI;DOI link;original CES;CES ;IPBES categories;Codigo IPBES;Definition;well defined
47;Using crowdsourced spatial data from Flickr vs. PPGIS for understanding nature's contribution to people in Southern Norway;10.1002/pan3.10083;10.1002/pan3.10083;Scenic value;Enjoy the landscape;Physical and psychological experiences;16;Areas that are important because they include beautiful nature and/or landscapes.;yes
47;Using crowdsourced spatial data from Flickr vs. PPGIS for understanding nature's contribution to people in Southern Norway;10.1002/pan3.10083;10.1002/pan3.10083;Social value;Recreation;Physical and psychological experiences;16;Areas that are important because they provide opportunities for social activities (e.g. associated with fireplaces, picnic tables, ski- or alpine arrangements, shelters, shared cabins, cabin complexes).;yes
359;Digital conservation in biosphere reserves: Earth observations, social media, and nature’s cultural contributions to people;10.1111/conl.12704;10.1111/conl.12704;Cultural heritage;Cultural heritage;Supporting identities;17;Areas that are important because of their historical value, or for passing down the stories, myths, knowledge and traditions, and/or to increase understanding of the way of life of our ancestors.;yes
359;Digital conservation in biosphere reserves: Earth observations, social media, and nature’s cultural contributions to people;10.1111/conl.12704;10.1111/conl.12704;Flora and fauna;Enjoy the fauna and flora;Physical and psychological experiences;16;Fauna and/or flora are the main topic of the photograph (e.g., close-up shots of species);yes
359;Digital conservation in biosphere reserves: Earth observations, social media, and nature’s cultural contributions to people;10.1111/conl.12704;10.1111/conl.12704;Landscape and nature;Enjoy the landscape;Physical and psychological experiences;16;The photograph is focused on wide views of nature (e.g., land/seascape with visible horizons);yes
359;Digital conservation in biosphere reserves: Earth observations, social media, and nature’s cultural contributions to people;10.1111/conl.12704;10.1111/conl.12704;Recreation and sports;Recreation;Physical and psychological experiences;16;Human activities related to sports and recreation prevail in the photograph (e.g., beach or ski activities);yes
359;Digital conservation in biosphere reserves: Earth observations, social media, and nature’s cultural contributions to people;10.1111/conl.12704;10.1111/conl.12704;Rural tourism;Rural tourism;Supporting identities;17;Elements associated to rural tourism are the main topic (e.g., lodges and rural infrastructures);yes
68;A rapid indicator of cultural ecosystem service usage at a fine spatial scale: Content analysis of social media photographs;10.1016/j.ecolind.2015.01.034;10.1016/j.ecolind.2015.01.034;Nature appreciation;Enjoy the fauna and flora;Physical and psychological experiences;16;photographs that primarily depicted animals or plants;yes
68;A rapid indicator of cultural ecosystem service usage at a fine spatial scale: Content analysis of social media photographs;10.1016/j.ecolind.2015.01.034;10.1016/j.ecolind.2015.01.034;Landscape;Enjoy the landscape;Physical and psychological experiences;16;photographs that depicted a wider view and did not focus on a specific feature;yes
68;A rapid indicator of cultural ecosystem service usage at a fine spatial scale: Content analysis of social media photographs;10.1016/j.ecolind.2015.01.034;10.1016/j.ecolind.2015.01.034;Social recreation;Recreation;Physical and psychological experiences;16;photographs that depicted people in informal situations with sports or no equipment. Photographs that depicted recreation equipment (e.g. bicycles) but no people were also included in this category;yes
68;A rapid indicator of cultural ecosystem service usage at a fine spatial scale: Content analysis of social media photographs;10.1016/j.ecolind.2015.01.034;10.1016/j.ecolind.2015.01.034;Fishing recreation;Recreation (e.g. hunting, fishing);Physical and psychological experiences;16;photographs that depicted people engaged in fishing or crabbing;yes
68;A rapid indicator of cultural ecosystem service usage at a fine spatial scale: Content analysis of social media photographs;10.1016/j.ecolind.2015.01.034;10.1016/j.ecolind.2015.01.034;History;Cultural heritage;Supporting identities;17;photographs that primarily depicted historical objects (e.g. gravestones, building remains);yes
68;A rapid indicator of cultural ecosystem service usage at a fine spatial scale: Content analysis of social media photographs;10.1016/j.ecolind.2015.01.034;10.1016/j.ecolind.2015.01.034;Research;Research;Learning and inspiration;15;photographs that depicted people with research or educational equipment(e.g. clipboards, location markers). Photographs that showed research equipment but no people were also included in this category;yes
145;Evaluating the supply and demand of cultural ecosystem services in the Tibetan Plateau of China;10.1007/s10980-022-01467-z;10.1007/s10980-022-01467-z;Aesthetic;Enjoy the landscape;Physical and psychological experiences;16;The ecosystems provide beautiful scenery;yes
145;Evaluating the supply and demand of cultural ecosystem services in the Tibetan Plateau of China;10.1007/s10980-022-01467-z;10.1007/s10980-022-01467-z;Historic and cultural;Cultural heritage;Supporting identities;17;"The ecosystems record various historical events 
and preserve many folk customs";yes
145;Evaluating the supply and demand of cultural ecosystem services in the Tibetan Plateau of China;10.1007/s10980-022-01467-z;10.1007/s10980-022-01467-z;Recreational and therapeutic*;Recreation;Physical and psychological experiences;16;The ecosystems provide people with sites for outdoor leisure activities, supporting people’s physical and/or mental well-being;yes
145;Evaluating the supply and demand of cultural ecosystem services in the Tibetan Plateau of China;10.1007/s10980-022-01467-z;10.1007/s10980-022-01467-z;Recreational and therapeutic*;Psychological experiences;Physical and psychological experiences;16;The ecosystems provide people with sites for outdoor leisure activities, supporting people’s physical and/or mental well-being;yes
379;Biodiversity and infrastructure interact to drive tourism to and within Costa Rica;10.1073/pnas.2107662119;10.1073/pnas.2107662119;Tourism;Recreation;Physical and psychological experiences;16;We measured tourism via Flickr photographs.;does not provide definition
403;Geolocated social media as a rapid indicator of park visitation and equitable park access;10.1016/j.compenvurbsys.2018.01.007;10.1016/j.compenvurbsys.2018.01.007;Recreation;Recreation;Physical and psychological experiences;16;There is no clear definition, it only talks about park visitation;does not provide definition
408;How can urban green space be planned for a ‘happy city’? Evidence from overhead- to eye-level green exposure metrics;10.1016/j.landurbplan.2024.105131;10.1016/j.landurbplan.2024.105131;Expressed happiness;Psychological experiences;Physical and psychological experiences;16;ways to enhance people’s mental well-being and what constitutes a “happy city”;does not provide definition
411;Identifying the spatiotemporal dynamics of forest ecotourism values with remotely sensed images and social media data: A perspective of public preferences;10.1016/j.jclepro.2022.130715;10.1016/j.jclepro.2022.130715;Forest ecotourism;Enjoy the fauna and flora;Physical and psychological experiences;16;forest ecotourism, defined as the non-material benefits provided by forest ecosystem;does not provide definition
444;Quantifying nature-based tourism in protected areas in developing countries by using social big data;10.1016/j.tourman.2018.12.005;10.1016/j.tourman.2018.12.005;Tourism;Enjoy the fauna and flora;Physical and psychological experiences;16;There is no clear definition;does not provide definition
477;What are the factors influencing recreational visits to national forest parks in China? Experiments using crowdsourced geospatial data;10.1016/j.ufug.2022.127570;10.1016/j.ufug.2022.127570;Recreation;Recreation;Physical and psychological experiences;16;There is no clear definition;does not provide definition
524;Using social media and citizen science to assess cultural ecosystem services along riverine landscapes;10.1002/aqc.4233;10.1002/aqc.4233;Landscape;Enjoy the landscape;Physical and psychological experiences;16;These are photographs in which the user highlights elements of nature and landscape in a horizontal plane;yes
524;Using social media and citizen science to assess cultural ecosystem services along riverine landscapes;10.1002/aqc.4233;10.1002/aqc.4233;Historical heritage;Cultural heritage;Supporting identities;17;These are photographs showing historical monuments linked to culture and religion (e.g., churches, bridges and walkways).;yes
524;Using social media and citizen science to assess cultural ecosystem services along riverine landscapes;10.1002/aqc.4233;10.1002/aqc.4233;Biodiversity;Intrinsic;Supporting identities;17;In these photographs, fauna and/or flora are highlighted as the main theme (e.g., close-up of species);yes
524;Using social media and citizen science to assess cultural ecosystem services along riverine landscapes;10.1002/aqc.4233;10.1002/aqc.4233;Recreation/river beaches;Recreation;Physical and psychological experiences;16;These are photographs where the user highlights recreational activities that are closely linked to river beaches (e.g., sunbathing, swimming, sport fishing or water sports).;yes
