ID;Title;DOI;Authors;Extraccion de data de redes sociales;**Aborda aspectos relacionales?**;**Extracción de información de las redes sociales**;Intrumental/relational/intrinsic;CES relacionales;Consideraciones;Boundles Elicit;Seleccion de variables;Data extraction;Metrics variable;Relational;Intrinsec;Instrumental;Ethical considerations;Transparency;Accessibility;Replicability;Bundles
250;Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;Ilan Havinga, Diego Marcos, Patrick W Bogaart, Lars Hein, Devis Tuia;"- Data source: Flickr
- Mechanism: Downloading image metadata using Flickr's API
- Analysis: Deep learning models (Places365-ResNet-50 and SoN ResNet) for image analysis
- Variables extracted: Scene classes, image attributes, scenic rating distribution";The paper aborda aspectos relacionales by considering individual spatial interactions and cultural contributions, which are inherently relational. However, it does not explicitly mention bundles or trade-offs between different ecosystem services.;"- The paper uses social media (Flickr) as a source of data.
- Deep learning models (Places365-ResNet-50 and SoN ResNet) are used to analyze the imagery.
- The models generate scene classes and SUN image attribute scores, indicating image analysis.
- The SoN ResNet model predicts scenicness in Flickr images, using human-rated scenicness scores for training.
- The content of the images is analyzed, not just the location data.";instrumental;"Not mentioned (the paper does not explicitly mention ""CES relacionales"" or provide relational values for CES)";The study followed EU GDPR for data protection and privacy, made data and code publicly available, and declared no competing interests, ensuring transparency, replicability, accessibility, and ethical considerations.;Not mentioned (the paper does not explicitly discuss bundles or trade-offs in the context of ecosystem services);"- Threshold analysis: Removed ecosystem variables that could be calculated for less than 100km² or 0.04% of Great Britain.
- Correlation-based criterion: Removed variables with a correlation coefficient (r) ? 0.7 to reduce multicollinearity.";labelling by AI;"Pearson correlation;Variance Inflation Factor (VIF)";no;no;yes;yes;yes;yes;yes;no
9;Social media and deep learning reveal specific cultural preferences for biodiversity;10.1002/pan3.10466;Ilan Havinga, | Diego Marcos, | Patrick Bogaart, Dario Massimino, Lars Hein, | Devis, Tuia, Devis Tuia, Rachelle Gould, Patrick Bogaart;The data extraction mechanism involves using a deep learning model (ResNet-18) to analyze images from Flickr and iNaturalist to identify human-species interactions. The model is trained on a large dataset of images from both platforms and uses machine learning techniques to refine its predictions.;The paper does consider relational aspects by discussing the complexity of socioecological relationships, the integration of culture and biodiversity, and the use of social media and deep learning to capture cultural preferences. It highlights the need for various methods to measure CES and the spatial representation of CES at multiple scales, indicating a focus on interactions between services.;The paper uses deep learning models to analyze images from social media platforms like Flickr, employing a ResNet-18 model to identify human-species interactions. The process involves training the model to distinguish between human-species interactions and generic interactions, using entropy calculations to assess prediction confidence. Additionally, text data associated with images is used to understand motivations behind interactions. The approach relies on AI and machine learning for data extraction.;multiple values;"Not mentioned (the paper does not explicitly mention ""CES relacionales"" or relational values in the context of CES)";"- Ethical considerations: Ethical approval was not required for this study.
- Transparency: The code and data are available at https://doi.org/10.5281/zenodo.7675393.
- Accessibility: Data and code are accessible through the provided DOI link.
- Replicability: Data and code availability supports replicability.
- Conflicts of interest: Authors declare no conflicting interests.";Not mentioned (the paper does not explicitly discuss bundles or trade-offs in the context of CES);"- Selection of variables: Compilation of a large dataset of images from iNaturalist and Flickr.
- Criteria for selection: Random sampling from a 25 km resolution grid over Europe to ensure balanced representation.
- Model architecture: ResNet-18 with additional layers, trained using PyTorch.
- Training process: Initial learning rates set, Adam optimization algorithm used with cross-entropy loss.
- Selection of ? dilution coefficient: Based on entropy calculations and visual inspection of predictions.";"labelling by AI;labelling by humman";no;yes;yes;yes;no;yes;yes ;yes;no
54;Spatial analysis of cultural ecosystem services using data from social media: A guide to model selection for research and practice;10.3897/oneeco.8.e95685;Andrew M. Neill, Cathal O'Donoghue, Jane C. Stout;The data extraction mechanism involved using the Flickr API and the R package photosearcher to collect photo-user-days (PUD) data from Flickr. The study focused on the location of the photographer based on GPS coordinates without analyzing the content of the photographs. No human tagging or AI analysis of image content was performed.;The paper considers relational aspects by examining how different types of capital (natural, human, built) interact to influence cultural ecosystem services. It also detects local relationships using geographic weighted regression, indicating spatially varying interactions between environmental characteristics and visitation. The study does not explicitly mention bundles or trade-offs but focuses on the relational nature of cultural ecosystem services through spatial analysis.;The extraction of information from social media in this study is based on automated data collection using the Flickr API and the R package photosearcher. The process involves collecting GPS-tagged photo data without analyzing the content of the photos or using human tagging. The focus is on quantifying visitation patterns through photo-user-days (PUD) as a proxy for cultural ecosystem services.;multiple values;;The paper addresses transparency by encouraging detailed justification of model and variable selection. It acknowledges caveats in social media data use but does not screen or filter content extensively. Replicability is enhanced by providing a guide for future research. Accessibility is not explicitly addressed in terms of data or model access. Ethical considerations are implied through transparency and acknowledgment of data limitations.;"The paper analyzes interactions between different types of capital (natural, human, built) that influence visitation and cultural ecosystem service flows, which can be interpreted as bundles of services. However, it does not explicitly use the terms ""bundles"" or ""trade-offs.""";"- Exclusion of variables with high VIF (>5) due to collinearity concerns
- Stepwise model selection to minimize AIC
- Selection based on hypothesis for the phenomenon of interest
- Use of VIF to check for multicollinearity
- Model-specific selection based on research question and statistical support";geolocated photos;"Akaike Information Criterion (AIC);Variance Inflation Factor (VIF)";no*;no;yes;no;no;no;no;no
249;Spatial and Temporal Dynamics and Value of Nature-Based Recreation, Estimated via Social Media;;Laura J Sonter, Keri B Watson, Spencer A Wood, Taylor H Ricketts;"The data extraction mechanism involves using geotagged photographs from Flickr to quantify visits. The process includes counting the number of individual users per day who uploaded at least one photograph within each parcel of conserved land, referred to as ""photo user days"" (PUD). User profile data is used to determine whether users are in-state or out-of-state visitors based on their stated home locations.";The paper does consider relational aspects by discussing interactions between landscape attributes and how changes in one attribute affect others over time. It highlights the importance of understanding both spatial and temporal dynamics and notes that spatial relationships cannot always predict temporal changes, indicating trade-offs and bundles of services.;The extraction of information from social media in this study involves using geotagged photographs from Flickr to quantify visits. The method focuses on counting individual users per day and uses home locations from user profiles to differentiate between in-state and out-of-state visitors. No human tagging, AI, image analysis, or text analysis is mentioned.;multiple values (instrumental, relational);"The paper does not explicitly mention ""CES relacionales"" or provide a direct relational value for ecosystem services. However, it does quantify the economic contribution of nature-based recreation, which is a type of ecosystem service, as contributing US $1.8 billion to Vermont's tourism industry between 2007 and 2014.";The paper addresses transparency and accessibility by mentioning the use of social media data and its availability from Dryad. It implies replicability by providing access to data. Ethical considerations are not explicitly discussed, but the focus on informed conservation decisions suggests an indirect ethical consideration.;The paper analyzes interactions between services by identifying landscape attributes that influence visitation rates and economic contributions, suggesting a bundle of services. It also implies trade-offs by comparing the economic value of nature-based recreation to other industries.;The selection of variables was based on expert knowledge and literature review, considering their importance in other studies and relevance to recreational preferences in Vermont. Stepwise model simplification was used to refine the selection and ensure the most relevant attributes were included in the final model.;geolocated photos;Pearson correlation;no;no;yes;yes;yes;yes;yes;no
547;Spatial patterns and interactions among multiple cultural ecosystem services across urban greenspaces;10.1016/j.ecoser.2025.101740;Haojie Cao, Nataly G Miguez, Brittany M Mason, Corey T Callaghan, Jiangxiao Qiu;"- Data extraction mechanism: Browser automation tool named 'Selenium' supported by Python.
- Data sources: TripAdvisor and Google Maps.
- Analysis method: Named-entity recognition (NER) models and BERT-based transformer model for text analysis.
- No human tagging or image analysis mentioned; relies on machine learning models.";The paper does consider relational aspects, interacciones entre servicios ecosistémicos culturales, bundles, and trade-offs. It identifies six key CES bundles and notes more occurrences of synergies than tradeoffs, indicating a focus on understanding how these services interact and co-occur.;The study uses a browser automation tool named 'Selenium' supported by Python to extract reviews from TripAdvisor and Google Maps. It then employs named-entity recognition (NER) models and a BERT-based NER model to classify the extracted textual content into different CES types, using machine learning techniques for text-based analysis.;multiple values;"- Aesthetic value: Artistic representations of nature.
- Bequest value: Willingness to preserve plants, animals, ecosystems, and land-/seascapes for future generations.
- Educational value: Subject matter of educational value.
- Entertainment value: Benefits from outdoor recreational activities.
- Existence value: Enjoyment and philosophical perspective from knowing about wild species or landscapes.
- Experiential use: Experiential use of plants, animals, and landscapes.
- Heritage value: Historic records of a place; cultural heritage preserved.
- Physical use: Physical use of land-/seascapes.
- Religious value: Holy or spiritual places important to spiritual or ritual identity.
- Scientific value: Subject matter for scientific research.
- Symbolic value: Emblematic plants and animals; national symbols.";The paper addresses ethical considerations by adhering to platform guidelines, using fair use principles, and protecting user privacy through anonymization and aggregation protocols.;The paper identifies six key CES bundles, which are groups of cultural ecosystem services that tend to co-occur or interact in specific ways. These bundles were identified using cluster analysis and represent distinct patterns of CES supply, with more synergies than tradeoffs among the services.;The selection of variables was based on their relevance to the study's objectives, including natural landscape cover, biodiversity proxies, and urban human utility metrics. The authors used pairwise Pearson correlation analyses to check for multicollinearity and applied a geographical random forest model to identify key predictors based on their importance scores.;"labelling by AI;labelling by humman";no;yes;yes;yes;yes;yes;yes;yes;yes
180;The Geographic Spread and Preferences of Tourists Revealed by User-Generated Information on Jeju Island, South Korea;10.3390/land8050073;David M Fisher, Spencer A Wood, Young-Hee Roh, Choong-Ki Kim;The data extraction mechanism involves using geotagged images from Flickr and geotagged tweets from Twitter, focusing on their location data rather than content analysis. The Recreation module of the InVEST software suite is used to process this data. Mobile phone traffic data from SKT is also used, which is aggregated and purchased for spatial and temporal analysis.;The paper primarily focuses on individual cultural ecosystem services rather than relational aspects. While it mentions the need for information on trade-offs with other ecosystem services, it does not explicitly address bundles or trade-offs between different cultural ecosystem services in a relational manner.;The extraction of information from social media involves using geotagged images from Flickr and geotagged tweets from Twitter. The focus is on the spatial data associated with these posts, without any mention of human tagging, AI analysis, or content analysis of the images or tweets themselves.;multiple values (instrumental, relational);Not mentioned (the paper discusses cultural ecosystem services but does not provide relational values);The paper discusses ethical considerations related to UGC, including representation issues, lack of quality controls, and potential deception. It also notes under-reporting and sampling biases. Transparency and accessibility are not explicitly addressed, but the paper suggests further research is needed to address biases in UGC.;The paper analyzes interactions between services/bundles/trade-offs by discussing the trade-offs between nature-based tourism and other ecosystem services, and the need for reconciling disconnects in planning efforts and data on cultural ecosystem services.;The selection of variables was based on hypothesized relevance to spatial variation in tourism, including natural features, land-cover and land-use types, accessibility, and amenities for tourists. The exact criteria for selection (e.g., expert opinion, correlation, VIF, stepwise) are not explicitly mentioned in the paper.;geolocated photos and text;no;no;no;yes;yes;no;no;no;no
2;The use of crowdsourced geographic information for spatial evaluation of cultural ecosystem services in the agricultural landscape the case of Chianti Classico (Italy);10.30682/nm1902g;Veronica Alampi Sottini, Elena Barbierato, Iacopo Bernetti, Irene Capecchi, Sara Fabbrizzi, Silvio Menghini;"- Mechanism: Using Flickr's API to download coordinates of photo shooting points.
- Filtering: Photos are filtered by tags (""wine"", ""vineyard"", ""Chianti"") and by removing repeated photos from the same location.
- Analysis: Focus on location data, not image content analysis.";The study considers relational aspects by integrating multiple data types and examining interactions between infrastructure, crops, environmental factors, and visitor distribution. It uses Feature Contribution graphs to evaluate interactions between environmental variables and applies Random Forest regression to estimate relationships between CES demand and landscape characteristics.;"- The paper uses geo-tagged photographs from Flickr as a data source.
- Data extraction is automated using Flickr's API to download photo coordinates.
- Photos are filtered based on tags like ""wine,"" ""vineyard,"" and ""Chianti.""
- Filters are applied to avoid repeated photos from the same location by the same photographer.
- No AI or image analysis is mentioned; the focus is on metadata and spatial distribution.";multiple values (instrumental, relational, intrinsic);;The paper implies transparency, replicability, and accessibility through its methodology. Ethical considerations are inferred in the use of data for public benefit, but not explicitly addressed.;The paper analyzes interactions between services by examining how different landscape features contribute to the value of cultural ecosystem services (CESs), which can be interpreted as identifying bundles or trade-offs between these services.;The selection of variables was based on their importance in explaining the cumulative viewshed variable using a non-parametric multivariate approach and RandomForest modelling.;"geolocated photos;tags filtering";no;no;no;yes;no;yes;yes;no;no
137;Understanding different cultural ecosystem services: An exploration of rural landscape preferences based on geographic and social media data;10.1016/j.jenvman.2022.115487;Yongjun Li, Lei Xie, Ling Zhang, Lingyan Huang, Yue Lin, Yue Su, Shahtahmassebi Amirreza, Shan He, Congmou Zhu, Sinan Li, Muye Gan, Lu Huang, Ke Wang, Jing Zhang, Xinming Chen, Methodology Yue Lin; ;The paper does consider relational aspects by examining how different cultural ecosystem services (CESs) are influenced by various landscape characteristics and how these services interact with each other. It identifies specific indicators that affect multiple CESs, suggesting an analysis of bundles or trade-offs between services.;The paper uses text analysis techniques such as word segmentation and keyword extraction based on TF-IDF to analyze comments from Ctrip. It employs natural language processing (NLP) using the Jieba tool and statistical methods like z-score normalization to classify scenic spots based on word frequency. The study focuses on text data to understand public perceptions and preferences.;instrumental;"- Physical CESs: Recreation; influenced by infrastructure convenience.
- Experiential CESs: Aesthetics; influenced by natural landscape characteristics.
- Intellectual CESs: Scientific and educational, cultural heritage and identity; influenced by both infrastructure and nature.
- Inspirational CESs: Spiritual and religious, inspiration; influenced by sensory evaluation indicators, natural landscape, and infrastructure.";The paper addresses ethical considerations by declaring no competing financial interests. It discusses privacy limitations in social media data, ensuring transparency and accessibility. The method is generalizable, indicating replicability.;"Not mentioned (the paper does not explicitly discuss ""bundles"" or ""trade-offs"" in the context of CESs)";The selection of variables was based on a literature review and expert criteria, with variables categorized into natural elements, infrastructural elements, and sensory elements. The random forest regression model was used to estimate the importance of these variables.;text analysis;Expert knowledge;no;no;yes;no;yes;no;yes;no
201;Understanding the dynamic changes in wetland cultural ecosystem services: Integrating annual social media data into the SolVES;10.1016/j.apgeog.2023.102994;Sitong Huang, Tian Tian, Lingge Zhai, Lingzhi Deng, Yue Che;"- Data source: Meituan Dianping social media platform
- Data types: Photos and comments from visitors
- Data extraction process: Querying platform for comments and photos, filtering out close-up photos, using GPS locators to determine photo coordinates
- Data analysis: Classification of photos based on CES descriptions, spatial analysis using SolVES model
- No mention of AI or human tagging for data extraction";No, the paper does not address relational aspects or interactions between cultural ecosystem services. It focuses on individual service types and their spatial distribution and inter-annual variation.;"- Data source: Meituan Dianping social media platform
- Data types: Photos and comments from visitors
- Data processing: Filtering out close-up photos, geolocation using GPS
- Content analysis: Classification of photos based on CES descriptions
- Scoring system: Quantitative scoring based on reviews";multiple values;"- Aesthetic value: I cherish this aspect because I love to see the landscape, hear the sounds of nature, and smell the fragrance of nature.
- Historic value: I cherish this aspect because it is a historic heritage of both nature and people that is important to me, to other people, and to my nation.
- Recreational value: I cherish this aspect because it offers a variety of places and opportunities for outdoor recreation.";The paper discusses ethical considerations related to labelling bias in social media data and the need for more robust methods to enhance precision. It also addresses transparency and replicability by noting the issue of increasing unique users on social media platforms.;"The paper does not explicitly mention ""bundles"" or ""trade-offs"" but implies interactions between different cultural ecosystem services (CESs) such as aesthetic, historic, and recreational values through their spatial distribution and inter-annual variations.";Not mentioned (the paper does not specify a criterion for selecting predictor variables);geolocated photos;no;no;no;yes;yes;yes;yes;yes;no
355;Using crowdsourced spatial data from Flickr vs. PPGIS for understanding nature's contribution to people in Southern Norway;10.1002/pan3.10083;Lorena Muñoz, | Vera, Helene Hausner, Claire Runge, Greg Brown, Remi Daigle, Laura Graham;"- Mechanism of data extraction: Manual examination and coding of Flickr images by experts.
- Use of metadata: Geotags, user IDs, country of origin, text-based tags.
- Analysis method: Human judgment using the CICES V4.3 framework to categorize values.";The paper does not explicitly address relational aspects, interactions between cultural ecosystem services, bundles, or trade-offs. It focuses on comparing the suitability of Flickr and PPGIS for capturing different types of values and user group differences.;The paper uses human coding and manual examination of Flickr images to extract information. It involves retrieving metadata such as user-specified and automated tags, but does not use AI or automated image analysis. The content analysis is conducted manually by experts using a structured framework.;multiple values;;The study addresses ethical considerations by obtaining approval from the Data Protection Official and using informed consent. Data is publicly available, enhancing accessibility and replicability.;Not mentioned (the paper does not explicitly discuss bundles or trade-offs in the context of ecosystem services);The selection of variables was based on previous research and expert knowledge, with a focus on environmental and infrastructure characteristics related to nature tourism. The authors tested for correlation between covariates and used permutation importance in MaxEnt models to evaluate their contribution.;labelling by humman;Correlation analysis;no;yes;yes;yes;yes;yes;yes;no
60;Using image recognition to automate assessment of cultural ecosystem services from social media photographs;10.1016/j.ecoser.2017.09.004;Daniel R Richards, Bige Tunçer;The data extraction mechanism involves using Google Cloud Vision, an online machine learning algorithm, to analyze the content of social media photographs. The process includes assigning keywords to images and using hierarchical clustering to group them based on these keywords. This approach allows for automated content analysis without relying on human tagging or textual analysis.;No, the paper does not address relational aspects or interactions between cultural ecosystem services. It focuses on an isolated approach to studying these services through image recognition and content analysis.;The study uses artificial intelligence, specifically the Google Cloud Vision API, for image recognition to analyze and classify the content of social media photographs. Hierarchical clustering is used to group images based on keywords assigned by the AI. There is no mention of text analysis or human tagging beyond manual validation.;relational;Not mentioned (the paper does not explicitly mention relational values of CES);The paper discusses limitations and biases in social media data, cost-effectiveness of automated image classification, and the need for supplementary qualitative analyses. It implies ethical considerations and replicability through discussions of data limitations and uncertainty in content interpretation.;The paper analyzes interactions between services or bundles by integrating ecosystem services into environmental decision-making, quantifying cultural ecosystem services, and using automated image classification to inform urban planning. It considers tradeoffs among different objectives and captures complex values to inform land use planning.;The selection of variables was based on their relevance to the context of nature photography and ecosystem services, including distance from major outdoor attractions, presence of parks and nature reserves, proportional coverage of forest, and proportional coverage of managed vegetation.;labelling by AI;no;no;no;yes;yes;yes;yes;yes;no
524;Using social media and citizen science to assess cultural ecosystem services along riverine landscapes;10.1002/aqc.4233;;;;;;;;;;labelling by humman;no;yes;yes;yes;yes;yes;yes;yes;no
22;Using social media data and machine learning to map recreational ecosystem services;10.1016/j.ecolind.2023.110606;Charity Nyelele, Catherine Keske, Min Gon Chung, Han Guo, Benis N Egoh;The extraction of data from social media in this study involves automated image content analysis using Google Cloud Vision, a machine learning algorithm. This AI-based approach assigns labels to photographs, which are then manually categorized into specific categories related to nature experiences and recreational activities. Human tagging is also involved in the process, as indicated by the use of Cohen's Kappa to assess agreement between manual and automated labels.;The paper primarily focuses on recreational ecosystem services and does not explicitly address relational aspects or interactions between different cultural ecosystem services. It does suggest that the methods can be applied to other services, but does not explore these interactions within the study.;"- Mechanism: Automated image content analysis using Google Cloud Vision, a machine learning algorithm.
- Data source: Flickr photographs.
- Analysis: Image analysis to identify objects and concepts.
- Labeling: Automated labeling by Google Cloud Vision, followed by manual categorization.
- Reliability: High agreement between manual and automated labeling.";instrumental;;The paper addresses transparency by using publicly available data and methods. Replicability is considered by using machine learning techniques that can be applied to other areas. Accessibility is implied by the use of publicly available data. Ethical considerations are addressed by declaring no competing financial interests or personal relationships.;Not mentioned (the paper does not explicitly analyze interactions between services or bundles);The selection of variables was based on a combination of expert criteria from literature review and statistical criteria such as correlation and multicollinearity diagnostics using the 'olsrr' package in R. Highly correlated variables were removed to avoid multicollinearity, and the final selection was influenced by their predictive power in the model.;"labelling by AI;labelling by humman";"Expert knowledge;Variance Inflation Factor (VIF)";yes;no;yes;no;yes;yes;yes;no
477;What are the factors influencing recreational visits to national forest parks in China? Experiments using crowdsourced geospatial data;10.1016/j.ufug.2022.127570;;;;;;;;;;geolocated photos and text;"Pearson correlation;Variance Inflation Factor (VIF)";no;no;yes;no;yes;yes;yes;no
612;Seasonal variation of cultural ecosystem services in urban blue-green spaces based on the SoLVES model and social media data;10.1016/j.ecolind.2025.114393;"Li, J; Yang, ZF; Guo, JK; Zhou, J; Wang, J; He, K";;;;;;;;;labelling by humman;;no;no;yes;no;yes;no;no;no
616;Spatial assessment of tourists' demand for cultural ecosystem services in the Kalajun World Natural Heritage Site, China;10.1016/j.jort.2025.100972;"Shang, N; Cao, KJ";;;;;;;;;labelling by humman;;yes;no;yes;no;yes;no;no;no
619;Modelling cultural ecosystem services of river landscapes in the Iberian Peninsula with deep learning and social media images;10.1016/j.jenvman.2025.127667;"Comalada, F; Acuna, V; Garcia, X";;;;;;;;;"labelling by AI;labelling by humman";;yes;no;yes;yes;yes;yes;yes;no
